Unnamed: 0,product_name,category,categoryRank,noRatings,cost,product_url
1248,"SAMSUNG Genuine Filter for Refrigerator Water and Ice, Carbon Block Filtration, Removes 99% of Harmful Contaminants for Clean, Clear Drinking Water, 6-Month Life, HAF-QIN/EXP, 1 Pack",Tools & Home Improvement,#23,"17,219",$38.11,https://www.amazon.com/DA97-17376B-Refrigerator-HAF-QIN-EXP-packaging/dp/B071NFVVNG/ref=cm_cr_arp_d_product_top?ie=UTF8
1249,"everydrop by Whirlpool Ice and Water Refrigerator Filter 4, EDR4RXD1, Single-Pack",Tools & Home Improvement,#24,"30,225",$53.31,https://www.amazon.com/EveryDrop-Whirlpool-Refrigerator-Filter-Packaging/dp/B00UB38V2A/ref=cm_cr_arp_d_product_top?ie=UTF8
1250,Filtrete 12x12x1,Tools & Home Improvement,#25,"27,384",$37.49 - $183.98,https://www.amazon.com/Filtrete-12x12x1/dp/B0B75Y52JT/ref=cm_cr_arp_d_product_top?ie=UTF8
1251,3M Aura,Tools & Home Improvement,#26,"16,167",$9.97 - $37.97,https://www.amazon.com/3M-Aura/dp/B09VMQV5JB/ref=cm_cr_arp_d_product_top?ie=UTF8
1252,Brita UltraMax Filtered Water Dispenser,Tools & Home Improvement,#27,"31,452",$34.49 - $129.99,https://www.amazon.com/Brita-UltraMax-Filtered-Water-Dispenser/dp/B0B6GNBM2B/ref=cm_cr_arp_d_product_top?ie=UTF8
1253,"Master Lock Locker Lock Combination Padlock, Assorted Colors",Tools & Home Improvement,#28,"11,045",$5.98 - $23.99,https://www.amazon.com/Master-Lock-Combination-Padlock-Assorted/dp/B088KN2RXT/ref=cm_cr_arp_d_product_top?ie=UTF8
1254,"ZeroWater 5-Stage Water Filter Replacement, NSF Certified to Reduce Lead, Other Heavy Metals and PFOA/PFOS, 2 Count (Pack of 1), White",Tools & Home Improvement,#29,"58,194",$31.87 - $227.24,https://www.amazon.com/ZeroWater-5-Stage-Filter-Replacement-Certified/dp/B0B55292QF/ref=cm_cr_arp_d_product_top?ie=UTF8
1255,Cup Black Cover for Men & Women,Tools & Home Improvement,#30,"53,841",$8.83 - $39.99,https://www.amazon.com/Cup-Black-Cover-Men-Women/dp/B0B88583L7/ref=cm_cr_arp_d_product_top?ie=UTF8
1256,"Crayola Colored Pencils, Assorted Colors",Toys & Games,#1,"58,204",$5.99 - $64.88,https://www.amazon.com/Crayola-Colored-Pencils-Assorted-Colors/dp/B09MH514FH/ref=cm_cr_arp_d_product_top?ie=UTF8
1257,"Crayola Twistables Crayons Coloring Set, Kids Craft Supplies, Gift, 50 Count",Toys & Games,#2,"18,241",[],https://www.amazon.com/Crayola-Twistables-Crayons-Coloring-Supplies/dp/B09XMYZQTX/ref=cm_cr_arp_d_product_top?ie=UTF8
1258,"Crayola 68-4012 Colored Pencils, 12-Count, Pack of 2, Assorted Colors",Toys & Games,#3,"5,049",$4.00 - $11.99,https://www.amazon.com/Crayola-68-4012-Colored-12-Count-Assorted/dp/B094VK6Z5F/ref=cm_cr_arp_d_product_top?ie=UTF8
1259,"Play-Doh Modeling Compound 10-Pack Case of Colors, Non-Toxic, Assorted, 2 oz. Cans, Ages 2 and up, Multicolor (Amazon Exclusive)",Toys & Games,#4,"49,296",$7.99,https://www.amazon.com/Play-Doh-Modeling-Compound-Non-Toxic-Exclusive/dp/B00JM5GW10/ref=cm_cr_arp_d_product_top?ie=UTF8
1260,Bunch O Balloons 10 Pack,Toys & Games,#5,"12,479",$12.99 - $49.99,https://www.amazon.com/Bunch-O-Balloons-10-Pack/dp/B0B8QCTZ5L/ref=cm_cr_arp_d_product_top?ie=UTF8
1261,Crayola Ultraclean Broadline Classic Washable Markers,Toys & Games,#6,"2,431",$9.44 - $20.99,https://www.amazon.com/Crayola-Ultraclean-Broadline-Classic-Washable/dp/B07SLCMCH1/ref=cm_cr_arp_d_product_top?ie=UTF8
1262,"Mr. Sketch Chiseled Tip Marker, 2054594, 22 Assorted Scented Markers",Toys & Games,#7,"7,770",$11.99,https://www.amazon.com/Mr-Sketch-Chiseled-Marker-2054594/dp/B07GSZM4YM/ref=cm_cr_arp_d_product_top?ie=UTF8
1263,"Crayola 240 Crayons, Bulk Crayon Set, 2 of Each Color, Gift for Kids, Ages 3, 4, 5, 6, 7",Toys & Games,#8,"4,068",[],https://www.amazon.com/Crayola-Crayons-Bulk-Crayon-Color/dp/B09PVDQL5F/ref=cm_cr_arp_d_product_top?ie=UTF8
1264,Crayola Washable Marker Set,Toys & Games,#9,"25,158",$12.41 - $51.99,https://www.amazon.com/Crayola-Washable-Marker-Set/dp/B09RHP4QNY/ref=cm_cr_arp_d_product_top?ie=UTF8
1265,"Aqua 2-in-1 Catalina XL Pool Float and Water Hammock – 1-2 Person, Multi-Purpose Inflatable Pool Floats for Adults with Patented Thick, Non-Stick PVC Material – Teal/White Stripe",Toys & Games,#10,"20,434",$12.99 - $50.99,https://www.amazon.com/Aqua-Catalina-Float-Water-Hammock/dp/B09X2GCSDD/ref=cm_cr_arp_d_product_top?ie=UTF8
1266,LeapFrog,Toys & Games,#11,"107,770",$13.99 - $49.90,https://www.amazon.com/LeapFrog/dp/B0953YFR2M/ref=cm_cr_arp_d_product_top?ie=UTF8
1267,"Crayola Ultra-Clean Washable Markers, Broad Line, 8 Count",Toys & Games,#12,"4,322",$8.99,https://www.amazon.com/Crayola-Ultra-Clean-Washable-Markers-Broad/dp/B005NF3R7U/ref=cm_cr_arp_d_product_top?ie=UTF8
1268,Crayola Crayons,Toys & Games,#13,"5,912",$10.79 - $49.94,https://www.amazon.com/Crayola-Crayons/dp/B099TGWCBL/ref=cm_cr_arp_d_product_top?ie=UTF8
1269,"Play-Doh Modeling Compound 36 Pack Case of Colors, Non-Toxic, Assorted Colors, 3 Oz Cans (Amazon Exclusive)",Toys & Games,#14,"22,296",$24.99,https://www.amazon.com/Play-Doh-Modeling-Compound-Non-Toxic-Exclusive/dp/B00JM5GZGW/ref=cm_cr_arp_d_product_top?ie=UTF8
1270,"Elmers Liquid School Glue, Slime Glue & Craft Glue Washable",Toys & Games,#15,"8,070",$6.60 - $30.93,https://www.amazon.com/Elmers-Liquid-School-Slime-Washable/dp/B09YMS5KV8/ref=cm_cr_arp_d_product_top?ie=UTF8
1273,Play-Doh,Toys & Games,#18,"16,727",$13.09 - $32.99,https://www.amazon.com/Play-Doh/dp/B09VYKNCS1/ref=cm_cr_arp_d_product_top?ie=UTF8
1274,Crayola Crayons Bundle,Toys & Games,#19,"2,166",$4.56 - $13.99,https://www.amazon.com/Crayola-Crayons-Bundle/dp/B07PQT6FG3/ref=cm_cr_arp_d_product_top?ie=UTF8
1275,"Hasbro Gaming CONNECT 4 - Classic four in a row game - Board Games and Toys for Kids, boys, girls - Ages 6+",Toys & Games,#20,"60,969",$8.77,https://www.amazon.com/Hasbro-A5640-Connect-4-Game/dp/B00D8STBHY/ref=cm_cr_arp_d_product_top?ie=UTF8
1277,ID IDAODAN Portable Dual Nozzle Rose Red 110V 600W Electric Balloon Blower Pump/Electric Balloon Inflator for Decorations,Toys & Games,#22,"40,390",$19.99 - $21.99,https://www.amazon.com/ID-IDAODAN-Portable-Electric-Decorations/dp/B0B18R7MY8/ref=cm_cr_arp_d_product_top?ie=UTF8
1279,Fashion Photo Real Stickers for Kids,Toys & Games,#24,"25,241",$4.99 - $19.99,https://www.amazon.com/Fashion-Photo-Real-Stickers-Kids/dp/B09RQN418N/ref=cm_cr_arp_d_product_top?ie=UTF8
1280,Play-Doh Handout Non-Toxic Modeling Compound,Toys & Games,#25,"4,129",$14.87,https://www.amazon.com/Play-Doh-Handout-Non-Toxic-Modeling-Compound/dp/B08MQMQHJP/ref=cm_cr_arp_d_product_top?ie=UTF8
1281,The First Years Stacking Up Cups,Toys & Games,#26,"82,708",$4.99 - $9.99,https://www.amazon.com/First-Years-Stacking-Up-Cups/dp/B07C4NGT17/ref=cm_cr_arp_d_product_top?ie=UTF8
1282,Taco Cat Goat Cheese Pizza,Toys & Games,#27,"37,227",$9.84,https://www.amazon.com/Taco-Cat-Goat-Cheese-Pizza/dp/B077Z1R28P/ref=cm_cr_arp_d_product_top?ie=UTF8
1283,Bunch O Balloons 3 Pack,Toys & Games,#28,"8,144",$4.99 - $49.99,https://www.amazon.com/Bunch-O-Balloons-3-Pack/dp/B09WRQR97D/ref=cm_cr_arp_d_product_top?ie=UTF8
1286,PlayStation Store Gift Card [Variation Parent] [US],Video Games,#1,31,$10.00 - $110.00,https://www.amazon.com/PlayStation-Store-Gift-Variation-Parent/dp/B09H3W6SRV/ref=cm_cr_arp_d_product_top?ie=UTF8
1287,PS5 Console- Horizon Forbidden West Bundle,Video Games,#2,397,$549.99,https://www.amazon.com/Console-Horizon-Forbidden-Bundle-PlayStation-5/dp/B0B16656Z2/ref=cm_cr_arp_d_product_top?ie=UTF8
1288,Xbox Gift Card [Digital Code],Video Games,#3,"155,267",$10.00 - $100.00,https://www.amazon.com/Xbox-Gift-Card-Twister-Parent/dp/B07KRWJCQW/ref=cm_cr_arp_d_product_top?ie=UTF8
1289,Roblox Digital Gift Card - 800 Robux [Includes Exclusive Virtual Item] [Online Game Code],Video Games,#4,"112,204",$9.40,https://www.amazon.com/Robux-Roblox-Online-Game-Code/dp/B07RZ74VLR/ref=cm_cr_arp_d_product_top?ie=UTF8
1290,Nintendo eShop Gift Card,Video Games,#5,"91,019",$5.00 - $99.00,https://www.amazon.com/Nintendo-eShop-Gift-Card/dp/B07ZJ6RY1W/ref=cm_cr_arp_d_product_top?ie=UTF8
1291,"Roblox Digital Gift Card - 2,000 Robux [Includes Exclusive Virtual Item] [Online Game Code]",Video Games,#6,"112,204",$25.00,https://www.amazon.com/Robux-Roblox-Online-Game-Code/dp/B07RX6FBFR/ref=cm_cr_arp_d_product_top?ie=UTF8
1292,Xbox Series X,Video Games,#7,"14,960",$499.00,https://www.amazon.com/Xbox-X/dp/B08H75RTZ8/ref=cm_cr_arp_d_product_top?ie=UTF8
1293,PlayStation 5 Console,Video Games,#8,"5,334",$499.99,https://www.amazon.com/PlayStation-5-Console/dp/B09DFCB66S/ref=cm_cr_arp_d_product_top?ie=UTF8
1294,$20 Xbox Gift Card [Digital Code],Video Games,#9,"155,267",$20.00,https://www.amazon.com/Xbox-Gift-Card-Digital-Code/dp/B00F4CEWOY/ref=cm_cr_arp_d_product_top?ie=UTF8
1295,Nintendo Switch – OLED Model w/ White Joy-Con,Video Games,#10,"18,120",$349.99,https://www.amazon.com/Nintendo-Switch-OLED-Model-White-Joy/dp/B098RKWHHZ/ref=cm_cr_arp_d_product_top?ie=UTF8
1296,"BENGOO G9000 Stereo Gaming Headset for PS4 PC Xbox One PS5 Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs for Laptop Mac Nintendo NES Games",Video Games,#11,"95,960",$23.99,https://www.amazon.com/BENGOO-G9000-Controller-Cancelling-Headphones/dp/B01H6GUCCQ/ref=cm_cr_arp_d_product_top?ie=UTF8
1297,PlayStation DualSense Wireless Controller – Midnight Black,Video Games,#12,"57,462",$69.00,https://www.amazon.com/PlayStation-DualSense-Wireless-Controller-Midnight-5/dp/B094WL86N5/ref=cm_cr_arp_d_product_top?ie=UTF8
1298,Xbox Live Gold: 12 Month Membership [Digital Code],Video Games,#13,"82,658",[],https://www.amazon.com/Xbox-Live-Gold-Membership-Digital/dp/B002VBWIP6/ref=cm_cr_arp_d_product_top?ie=UTF8
1299,Mario Kart 8 Deluxe - Nintendo Switch,Video Games,#14,"64,369",[],https://www.amazon.com/Mario-Kart-8-Deluxe-Nintendo-Switch/dp/B01N1037CV/ref=cm_cr_arp_d_product_top?ie=UTF8
1300,"Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC / Mac",Video Games,#15,"47,898",$39.80,https://www.amazon.com/Logitech-G502-Performance-Gaming-Mouse/dp/B07GBZ4Q68/ref=cm_cr_arp_d_product_top?ie=UTF8
1301,VALORANT $25 Gift Card - PC [Online Game Code],Video Games,#16,"9,153",$25.00,https://www.amazon.com/VALORANT-25-Gift-Card-Online/dp/B088GD5WD4/ref=cm_cr_arp_d_product_top?ie=UTF8
1302,PlayStation 5 DualSense Wireless Controller,Video Games,#17,"31,707",$69.99,https://www.amazon.com/PlayStation-5-DualSense-Wireless-Controller/dp/B08H99BPJN/ref=cm_cr_arp_d_product_top?ie=UTF8
1303,Nintendo Switch with Neon Blue and Neon Red Joy‑Con,Video Games,#18,"122,719",$299.99,https://www.amazon.com/Nintendo-Switch-Neon-Blue-Joy%E2%80%91/dp/B07VGRJDFY/ref=cm_cr_arp_d_product_top?ie=UTF8
1304,Pokémon Legends: Arceus - Nintendo Switch,Video Games,#19,"18,462",[],https://www.amazon.com/Pokemon-Legends-Arceus-Nintendo-Switch/dp/B0914YGQSH/ref=cm_cr_arp_d_product_top?ie=UTF8
1305,Nintendo Switch Pro Controller,Video Games,#20,"65,139",$69.12,https://www.amazon.com/Nintendo-Switch-Pro-Controller/dp/B01NAWKYZ0/ref=cm_cr_arp_d_product_top?ie=UTF8
1306,Super Smash Bros. Ultimate - Nintendo Switch,Video Games,#21,"62,365",[],https://www.amazon.com/Super-Smash-Bros-Ultimate-Nintendo-Switch/dp/B01N5OKGLH/ref=cm_cr_arp_d_product_top?ie=UTF8
1307,Playstation DualSense Charging Station,Video Games,#22,"10,725",$29.00,https://www.amazon.com/DualSense-Charging-Station-PlayStation-5/dp/B08FC6Y4VG/ref=cm_cr_arp_d_product_top?ie=UTF8
1308,Kirby and the Forgotten Land - Nintendo Switch,Video Games,#23,"5,108",[],https://www.amazon.com/Kirby-Forgotten-Land-Nintendo-Switch/dp/B09H221SH4/ref=cm_cr_arp_d_product_top?ie=UTF8
1309,Minecraft - Nintendo Switch,Video Games,#24,"34,702",$29.88,https://www.amazon.com/Minecraft-Nintendo-Switch/dp/B07D13QGXM/ref=cm_cr_arp_d_product_top?ie=UTF8
1310,"KIWI design Head Strap Accessories Compatible with Quest 2, Elite Strap for Enhanced Support and Comfort in VR",Video Games,#25,"9,993",$43.98,https://www.amazon.com/KIWI-design-Accessories-Enhanced-Support/dp/B098JTDPQC/ref=cm_cr_arp_d_product_top?ie=UTF8
1311,"Roblox Digital Gift Card - 4,500 Robux [Includes Exclusive Virtual Item] [Online Game Code]",Video Games,#26,"112,204",$44.99,https://www.amazon.com/Robux-Roblox-Online-Game-Code/dp/B07RZ75JW3/ref=cm_cr_arp_d_product_top?ie=UTF8
1312,Animal Crossing: New Horizons - Nintendo Switch,Video Games,#27,"67,564",[],https://www.amazon.com/Animal-Crossing-New-Horizons-Nintendo-Switch/dp/B07SL6ZXBL/ref=cm_cr_arp_d_product_top?ie=UTF8
1313,"Roblox Digital Gift Card - 10,000 Robux [Includes Exclusive Virtual Item] [Online Game Code]",Video Games,#28,"112,204",$89.99,https://www.amazon.com/Roblox-Gift-Card-Exclusive-Virtual/dp/B08R5N6W6B/ref=cm_cr_arp_d_product_top?ie=UTF8
1314,VALORANT $10 Gift Card - PC [Online Game Code],Video Games,#29,"9,153",$10.00,https://www.amazon.com/VALORANT-10-Gift-Card-Online/dp/B088GH4X9W/ref=cm_cr_arp_d_product_top?ie=UTF8
1315,Xbox Game Pass Ultimate: 3 Month Membership [Digital Code],Video Games,#30,"27,121",$39.99,https://www.amazon.com/Xbox-Game-Pass-Ultimate-Membership/dp/B07TGNFVWV/ref=cm_cr_arp_d_product_top?ie=UTF8
19,"Blink Outdoor - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 3 camera kit",Amazon Devices & Accessories,#20,"137,060",$159.99,https://www.amazon.com/Blink-Outdoor-Wireless-Security-Camera-3cam/dp/B086DKSHQ4/ref=cm_cr_arp_d_product_top?ie=UTF8
22,"Fire TV Cube, Hands-free streaming device with Alexa, 4K Ultra HD, includes latest Alexa Voice Remote",Amazon Devices & Accessories,#23,"15,981",$69.99,https://www.amazon.com/Hands-free-streaming-device-Alexa-Ultra/dp/B08XMDNVX6/ref=cm_cr_arp_d_product_top?ie=UTF8
24,"Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, White (2021 release)",Amazon Devices & Accessories,#25,"17,365",$159.99,https://www.amazon.com/Ring-Floodlight-Cam-Wired-Plus/dp/B08F6GPQQ7/ref=cm_cr_arp_d_product_top?ie=UTF8
26,Kindle - Now with a Built-in Front Light - White,Amazon Devices & Accessories,#27,"41,082",$64.99,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07DPMXZZ7/ref=cm_cr_arp_d_product_top?ie=UTF8
34,"Ring Stick Up Cam Solar HD security camera with two-way talk, Works with Alexa - White",Amazon Devices & Accessories,#35,"10,521",$119.98,https://www.amazon.com/All-new-Ring-Stick-Up-Cam-Solar-HD-security-camera-with-two-way-talk-Works-with-Alexa-/dp/B07W7G23ZG/ref=cm_cr_arp_d_product_top?ie=UTF8
37,"Ring Floodlight Cam Wired Plus with motion-activated 1080p HD video, Black (2021 release)",Amazon Devices & Accessories,#38,"17,365",$159.99,https://www.amazon.com/Ring-Floodlight-Cam-Wired-Plus/dp/B08F6DWKQP/ref=cm_cr_arp_d_product_top?ie=UTF8
39,"Blink Outdoor – wireless, weather-resistant HD security camera with two-year battery life and motion detection, set up in minutes – 5 camera kit",Amazon Devices & Accessories,#40,"137,060",$249.99,https://www.amazon.com/Blink-Outdoor-Wireless-Security-Camera-5cam/dp/B086DKGCFP/ref=cm_cr_arp_d_product_top?ie=UTF8
43,"Blink Outdoor + Floodlight - wireless, battery powered HD floodlight mount and security camera - P",Amazon Devices & Accessories,#44,"6,881",$39.99 - $169.98,https://www.amazon.com/Blink-Outdoor-Floodlight-wireless-floodlight/dp/B09DFHLKVJ/ref=cm_cr_arp_d_product_top?ie=UTF8
44,"Ring Floodlight Cam Wired Pro with Bird’s Eye View and 3D Motion Detection, White",Amazon Devices & Accessories,#45,"3,961",$199.99,https://www.amazon.com/Ring-Floodlight-Cam-Wired-Pro/dp/B08FCWRXQR/ref=cm_cr_arp_d_product_top?ie=UTF8
45,"Blink Outdoor - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 1 camera kit",Amazon Devices & Accessories,#46,"137,060",$74.99,https://www.amazon.com/Blink-Outdoor-Wireless-Security-Camera/dp/B086DKSYTS/ref=cm_cr_arp_d_product_top?ie=UTF8
48,Manarola in Cinque Terre National Park: a quaint village of colorful houses on the Italian Riviera,Amazon Explore,#3,44,$20.00 - $59.50,https://www.amazon.com/Manarola-National-Villages-Colourful-Coastline/dp/B09CT4WGPJ/ref=cm_cr_arp_d_product_top?ie=UTF8
49,"Explore the lively cultural heart of Cordoba, Argentina and its unique Gothic cathedral",Amazon Explore,#4,2,$6.00 - $24.00,https://www.amazon.com/Explore-cultural-Cordoba-Argentina-cathedral/dp/B09MGCS6WL/ref=cm_cr_arp_d_product_top?ie=UTF8
50,"The Empire's Playground: the Pantheon, the Olympics and Nero's Pool",Amazon Explore,#5,14,$22.00 - $66.50,https://www.amazon.com/Empires-Playground-Pantheon-Olympics-Neros/dp/B09CSXGTP3/ref=cm_cr_arp_d_product_top?ie=UTF8
51,"Meet monkeys, macaws and more in Costa Rica's Proyecto Asis Wildlife Educational Center",Amazon Explore,#6,7,$33.60,https://www.amazon.com/monkeys-macaws-Proyecto-Wildlife-Educational/dp/B09CT16X5Y/ref=cm_cr_arp_d_product_top?ie=UTF8
52,Sushi 101: learn to prepare sushi & miso soup with experts in Japan,Amazon Explore,#7,53,$19.90 - $49.00,https://www.amazon.com/Sushi-101-learn-prepare-experts/dp/B09CT61SXY/ref=cm_cr_arp_d_product_top?ie=UTF8
53,Virtually learn about the history at Sensoji in Tokyo,Amazon Explore,#8,190,$20.00 - $69.00,https://www.amazon.com/Virtually-learn-about-history-Sensoji/dp/B0964GRLX9/ref=cm_cr_arp_d_product_top?ie=UTF8
54,"Experience summer in Madrid: the royal Retiro Park, a World Unesco Heritage Site",Amazon Explore,#9,6,$39.90 - $159.90,https://www.amazon.com/Vexperio-Madrids-iconic-Retiro-park/dp/B09CTDP1QD/ref=cm_cr_arp_d_product_top?ie=UTF8
55,Ancient Rome: a walking tour in the heart of the Eternal city,Amazon Explore,#10,42,$22.00 - $52.50,https://www.amazon.com/Ancient-Rome-walking-heart-Eternal/dp/B09CT99KB6/ref=cm_cr_arp_d_product_top?ie=UTF8
57,Meet your favorite exotic animals live and up close!,Amazon Explore,#12,48,$10.00 - $40.00,https://www.amazon.com/Meet-favorite-exotic-animals-close/dp/B09FM32XKH/ref=cm_cr_arp_d_product_top?ie=UTF8
58,View the stately Charles Bridge and the amazing neighborhood surrounding it.,Amazon Explore,#13,24,$12.50 - $49.00,https://www.amazon.com/stately-Charles-amazing-neighborhood-surrounding/dp/B09CSZ2SRG/ref=cm_cr_arp_d_product_top?ie=UTF8
60,Rickshaw Tour Through Tokyo's Asakusa: Virtually upgraded,Amazon Explore,#15,42,$20.00,https://www.amazon.com/Rickshaw-Tour-Through-Tokyos-Asakusa/dp/B09CT9MNPY/ref=cm_cr_arp_d_product_top?ie=UTF8
61,Make Vegan Empanadas from scratch: a delicious snack from Argentina,Amazon Explore,#16,5,$5.00 - $20.30,https://www.amazon.com/Make-Vegan-Empanadas-scratch-delicious/dp/B09RG877Y1/ref=cm_cr_arp_d_product_top?ie=UTF8
62,"Best of Rome: Colosseum, gladiators and Julius Caesar",Amazon Explore,#17,14,$39.90 - $159.90,https://www.amazon.com/Best-Rome-Colosseum-gladiators-Julius/dp/B09CT5Q23Q/ref=cm_cr_arp_d_product_top?ie=UTF8
64,Florence's Brunelleschi - the Godfather of the Renaissance,Amazon Explore,#19,5,$22.00 - $69.30,https://www.amazon.com/Florences-Brunelleschi-Godfather-Renaissance/dp/B09CSYNPHS/ref=cm_cr_arp_d_product_top?ie=UTF8
65,"Explore Mantua, Italy- The Powerhouse of The Renaissance and a UNESCO world heritage site",Amazon Explore,#20,1,$20.00 - $59.50,https://www.amazon.com/Explore-Mantua-Powerhouse-Renaissance-heritage/dp/B09H3PMP3Y/ref=cm_cr_arp_d_product_top?ie=UTF8
67,Meet the playful pups at Costa Rica Dog Rescue,Amazon Explore,#22,14,$15.00 - $29.00,https://www.amazon.com/playful-Costa-Rica-Dog-Rescue/dp/B0964FV14T/ref=cm_cr_arp_d_product_top?ie=UTF8
69,Virtually visit Venice and the city on water's most iconic canals and bridges,Amazon Explore,#24,8,$20.00 - $59.50,https://www.amazon.com/Virtually-Venice-waters-iconic-bridges/dp/B09F88D14H/ref=cm_cr_arp_d_product_top?ie=UTF8
70,Soar the skies of Singapore in a gondola,Amazon Explore,#25,7,$12.00 - $33.60,https://www.amazon.com/Soar-skies-Singapore-cable-ride/dp/B09CT7WGJ2/ref=cm_cr_arp_d_product_top?ie=UTF8
72,"Fairy tales, myths and legends of Prague's Little Quarter",Amazon Explore,#27,3,$12.50 - $49.00,https://www.amazon.com/Fairy-legends-Pragues-Little-Quarter/dp/B09WXVX4P9/ref=cm_cr_arp_d_product_top?ie=UTF8
73,Learn to make Mexican tacos and tortillas with a professional chef,Amazon Explore,#28,76,$11.00 - $35.00,https://www.amazon.com/Learn-Mexican-tacos-tortillas-professional/dp/B09CTCC2Q1/ref=cm_cr_arp_d_product_top?ie=UTF8
74,"Virtually visit the oasis city of Mendoza, Argentina",Amazon Explore,#29,31,$15.00 - $35.00,https://www.amazon.com/Virtually-visit-oasis-Mendoza-Argentina/dp/B09CSZBZLJ/ref=cm_cr_arp_d_product_top?ie=UTF8
75,Learn the secrets of the tea ceremony from a real tea shop in Taipei's oldest district,Amazon Explore,#30,2,$49.90,https://www.amazon.com/secrets-ceremony-Taipeis-oldest-district/dp/B09TTQT5P1/ref=cm_cr_arp_d_product_top?ie=UTF8
93,"Avarelle Pimple Patches (40 Count) Hydrocolloid Acne Cover Patches | Zit Patches for Blemishes, Zits and Breakouts with Tea Tree, Calendula and Cica Oil for Face | Vegan, Cruelty Free Certified, Carbonfree Certified (40 PATCHES)",Amazon Launchpad,#18,"67,215",$8.49,https://www.amazon.com/Avarelle-Cover-Patch-Hydrocolloid-Calendula/dp/B075QNC39Q/ref=cm_cr_arp_d_product_top?ie=UTF8
