Unnamed: 0,product_name,category,categoryRank,noRatings,cost,product_url
1136,"Microsoft 365 Personal | 12-Month Subscription, 1 person| Premium Office Apps | 1TB OneDrive cloud storage | PC/Mac Download | Activation Required",Software,#1,"8,084",$58.99,https://www.amazon.com/Microsoft-Personal-12-month-subscription-Auto-renewal/dp/B07F3TQ6DQ/ref=cm_cr_arp_d_product_top?ie=UTF8
1137,Microsoft Office Home & Student 2021 | One-time purchase for 1 PC or Mac| Download,Software,#2,"2,016",$124.99,https://www.amazon.com/Microsoft-Student-One-time-purchase-Download/dp/B09H7GPR1G/ref=cm_cr_arp_d_product_top?ie=UTF8
1138,"Adobe Acrobat Professional DC | Create, edit and sign PDF documents | 1-month Subscription with auto-renewal, PC/Mac",Software,#3,"1,400",$24.99,https://www.amazon.com/Adobe-Professional-documents-Subscription-auto-renewal/dp/B07Q6ZPC1Q/ref=cm_cr_arp_d_product_top?ie=UTF8
1139,Rescue Monthly Whole Home Data and Image Recovery [Subscription],Software,#4,456,$4.99,https://www.amazon.com/Rescue-Monthly-Whole-Recovery-Subscription/dp/B08KZD1S1T/ref=cm_cr_arp_d_product_top?ie=UTF8
1141,"Adobe Creative Cloud Photography plan 20 GB (Photoshop + Lightroom) | 1-month Subscription with auto-renewal, PC/Mac",Software,#6,657,$9.99,https://www.amazon.com/Adobe-Photography-Photoshop-Subscription-auto-renewal/dp/B07QZB1PMQ/ref=cm_cr_arp_d_product_top?ie=UTF8
1142,"McAfee Total Protection 2022 | 3 Device | Antivirus Internet Security Software | VPN, Password Manager, Dark Web Monitoring | 1 Year Subscription | Download Code",Software,#7,"11,669",$24.99,https://www.amazon.com/McAfee-Total-Protection-Device-Download/dp/B07BFS3G7P/ref=cm_cr_arp_d_product_top?ie=UTF8
1143,"Microsoft 365 Family | 12-Month Subscription, up to 6 people | Premium Office Apps | 1TB OneDrive cloud storage | PC/Mac Download | Activation Required",Software,#8,"2,197",$92.95,https://www.amazon.com/Microsoft-12-month-subscription-Auto-renewal-Download/dp/B07F3SNQT5/ref=cm_cr_arp_d_product_top?ie=UTF8
1144,HP Instant Ink $5 Prepaid Code - The Smart Ink and Toner Subscription Service with big savings passed on to you,Software,#9,"8,544",$5.00,https://www.amazon.com/HP-Instant-Prepaid-Delivery-Service/dp/B07RQVY8M7/ref=cm_cr_arp_d_product_top?ie=UTF8
1145,"McAfee Total Protection 2022 | 5 Device | Antivirus Internet Security Software | VPN, Password Manager, Dark Web Monitoring | 1 Year Subscription | Download Code",Software,#10,"4,374",$24.99,https://www.amazon.com/McAfee-Total-Protection-Device-Download/dp/B07BFRYH2K/ref=cm_cr_arp_d_product_top?ie=UTF8
1146,"Norton 360 Deluxe 2022 Antivirus software for 5 Devices with Auto Renewal - Includes VPN, PC Cloud Backup & Dark Web Monitoring [Download]",Software,#11,"11,896",$34.99,https://www.amazon.com/NEW-Norton-360-Deluxe-Monitoring/dp/B07Q33SJDW/ref=cm_cr_arp_d_product_top?ie=UTF8
1147,Microsoft Office Home & Business 2021 | One-time purchase for 1 PC or Mac | Download,Software,#12,314,$219.99,https://www.amazon.com/Microsoft-Business-One-time-purchase-Download/dp/B09H7F77JR/ref=cm_cr_arp_d_product_top?ie=UTF8
1148,"Norton 360 Premium 2022 Antivirus software for 10 Devices with Auto Renewal - Includes VPN, PC Cloud Backup & Dark Web Monitoring [Download]",Software,#13,"2,980",$29.99,https://www.amazon.com/NEW-Norton-360-Premium-Monitoring/dp/B07Q6B5YL5/ref=cm_cr_arp_d_product_top?ie=UTF8
1149,QuickBooks Desktop Pro Plus 2022 Accounting Software for Small Business 1-Year Subscription with Shortcut Guide [PC Download],Software,#14,368,$249.99,https://www.amazon.com/QuickBooks-Accounting-Software-Business-Subscription/dp/B09FYJLSSP/ref=cm_cr_arp_d_product_top?ie=UTF8
1150,Microsoft OEM System Builder DVD | Windоws 10 Home | 64-bit | Intended use for new systems | Upgradable to Windows 11 | Branded by Microsoft (DVD FORMAT),Software,#15,"5,383",$109.98,https://www.amazon.com/Microsoft-Builder-Wind%D0%BEws-Intended-Upgradable/dp/B00ZSI7Y3U/ref=cm_cr_arp_d_product_top?ie=UTF8
1151,Microsoft Windows 11 (USB),Software,#16,66,$139.00,https://www.amazon.com/Microsoft-Windows-11-USB/dp/B09V6R9QZZ/ref=cm_cr_arp_d_product_top?ie=UTF8
1152,Norton 360 for Amazon 2022 Antivirus software for up to 3 Devices with Auto Renewal,Software,#17,"3,033",$89.99,https://www.amazon.com/Norton-360-Amazon-Antivirus-software/dp/B085WWWH3C/ref=cm_cr_arp_d_product_top?ie=UTF8
1153,"McAfee Total Protection 2022 | 3 Device | Antivirus Internet Security Software | VPN, Password Manager & Dark Web Monitoring Included | PC/Mac/Android/iOS | 1 Year with Auto Renewal - Amazon Exclusive Subscription",Software,#18,"2,266",$24.99,https://www.amazon.com/McAfee-Total-Protection-Devices-Subscription/dp/B07K98XDX8/ref=cm_cr_arp_d_product_top?ie=UTF8
1154,iFit 1-Month Individual Membership [Digital Subscription],Software,#19,244,$15.00,https://www.amazon.com/iFit-1-Month-Individual-Membership-Subscription/dp/B0823GT5JG/ref=cm_cr_arp_d_product_top?ie=UTF8
1155,"McAfee AntiVirus Protection 2022 | 1 PC (Windows)| Antivirus Protection, Internet Security Software | 1 Year Subscription | Download Code",Software,#20,"5,512",$14.99,https://www.amazon.com/McAfee-AntiVirus-PC-Mac-Download/dp/B07BFRR94X/ref=cm_cr_arp_d_product_top?ie=UTF8
1156,"TurboTax Deluxe 2021 Tax Software, Federal and State Tax Return with Federal E-file [Amazon Exclusive] [PC Download]",Software,#21,"11,965",[],https://www.amazon.com/TurboTax-Software-Federal-Exclusive-Download/dp/B09FW199HB/ref=cm_cr_arp_d_product_top?ie=UTF8
1157,Roxio Easy VHS to DVD Burning and Video Capture,Software,#22,"1,204",$36.99 - $82.48,https://www.amazon.com/Roxio-Easy-Burning-Video-Capture/dp/B08KT4W38X/ref=cm_cr_arp_d_product_top?ie=UTF8
1158,"Norton 360 Standard 2022 Antivirus software for 1 Device with Auto Renewal – Includes VPN, PC  Cloud Backup & Dark Web Monitoring [Download]",Software,#23,566,$19.99,https://www.amazon.com/NEW-Norton-360-Standard-Monitoring/dp/B07Q55XCC9/ref=cm_cr_arp_d_product_top?ie=UTF8
1159,"Windows 11 Pro Upgrade, from Windows 11 Home (Digital Download)",Software,#24,39,$99.99,https://www.amazon.com/Windows-Upgrade-Home-Digital-Download/dp/B09WCTTXQ6/ref=cm_cr_arp_d_product_top?ie=UTF8
1160,"Norton 360 Premium 2022 Antivirus software for 10 Devices with Auto Renewal - Includes VPN, PC Cloud Backup & Dark Web Monitoring [Key card]",Software,#25,"5,826",$29.99,https://www.amazon.com/NEW-Norton-360-Premium-Monitoring/dp/B07QCVZW81/ref=cm_cr_arp_d_product_top?ie=UTF8
1161,Bitdefender Total Security - 5 Devices | 1 year Subscription | PC/Mac | Activation Code by email,Software,#26,762,$19.99,https://www.amazon.com/Bitdefender-Total-Security-Download-Online/dp/B07CYFFH4H/ref=cm_cr_arp_d_product_top?ie=UTF8
1162,"Webroot Internet Security Complete | Antivirus Software 2022 | 5 Device| 2 Year Download for PC/Mac/Chromebook/Android/IOS + Password Manager, Performance Optimizer & Cloud Backup",Software,#27,787,$39.99,https://www.amazon.com/Webroot-Internet-Antivirus-Protection-Subscription/dp/B07MY44VVZ/ref=cm_cr_arp_d_product_top?ie=UTF8
1163,Bitdefender Total Security 2022 – Complete Antivirus and Internet Security Suite – 5 Devices | 2 year Subscription | PC/Mac | Activation Code by Mail,Software,#28,"1,624",$39.99,https://www.amazon.com/Bitdefender-Total-Security-Device-license/dp/B07G8RQGHL/ref=cm_cr_arp_d_product_top?ie=UTF8
1164,"Adobe Acrobat Professional DC | PDF converter | 12-month Subscription with auto-renewal, PC/Mac",Software,#29,767,$178.88,https://www.amazon.com/Adobe-Professional-converter-Subscription-auto-renewal/dp/B07Q4QZGFR/ref=cm_cr_arp_d_product_top?ie=UTF8
1165,Microsoft OEM System Builder DVD | Windоws 10 Pro | 64 BIT | Intended use for new systems | Upgradable to Windows 11 | (DVD FORMAT),Software,#30,"2,161",$148.99,https://www.amazon.com/Microsoft-Windows-Pro-System-Builder/dp/B00ZSHDJ4O/ref=cm_cr_arp_d_product_top?ie=UTF8
1166,"Iron Flask Sports Water Bottle - 14oz,18oz,22oz,32oz,40oz,64oz, 3 Lids (Straw Lid), Leak Proof, Vacuum Insulated Stainless Steel, Double Walled, Thermo Mug, Metal Canteen",Sports & Outdoors,#1,"103,617",$17.95 - $40.95,https://www.amazon.com/Iron-Flask-Sports-Water-Bottle/dp/B08D9FWVJD/ref=cm_cr_arp_d_product_top?ie=UTF8
1167,"LifeStraw Go Water Filter Bottle with 2-Stage Integrated Filter Straw for Hiking, Backpacking, and Travel, 22 oz",Sports & Outdoors,#2,"7,126",$35.71 - $80.00,https://www.amazon.com/LifeStraw-Filter-2-Stage-Integrated-Backpacking/dp/B0B5BLJ4VM/ref=cm_cr_arp_d_product_top?ie=UTF8
1168,"Cool Coolers by Fit + Fresh Slim Compact Reusable XL Ice Pack, Perfect for Lunch Boxes, Coolers, and Beach Bags",Sports & Outdoors,#3,"20,747",$9.98 - $10.92,https://www.amazon.com/Coolers-Fit-Fresh-Compact-Reusable/dp/B09V3DCMGS/ref=cm_cr_arp_d_product_top?ie=UTF8
1169,Hydro Flask Wide Mouth Straw Lid - Stainless Steel Reusable Water Bottle - Vacuum Insulated,Sports & Outdoors,#4,"32,713",$39.95 - $113.95,https://www.amazon.com/Hydro-Flask-Wide-Mouth-Straw/dp/B09S25YH4T/ref=cm_cr_arp_d_product_top?ie=UTF8
1170,Thermoflask Bottle with Chug and Straw Lid,Sports & Outdoors,#5,"41,265",$17.33 - $45.95,https://www.amazon.com/Thermoflask-Double-Stainless-Insulated-Bottle/dp/B087CSFW5M/ref=cm_cr_arp_d_product_top?ie=UTF8
1171,"SABRE Pepper Spray Keychain with Quick Release for Easy Access – Max Police Strength OC Spray, Finger Grip for Accurate Aim, 10-Foot (3M) Range, 25 Bursts (5X Other Brands)",Sports & Outdoors,#6,"88,457",$9.75 - $30.00,https://www.amazon.com/SABRE-Pepper-Keychain-Release-Access/dp/B0B6R8N6WQ/ref=cm_cr_arp_d_product_top?ie=UTF8
1173,Callaway 2021 Supersoft Golf Balls 12B PK,Sports & Outdoors,#8,"14,482",$16.56 - $54.99,https://www.amazon.com/Callaway-2021-Supersoft-Golf-Balls/dp/B08V9VF6JF/ref=cm_cr_arp_d_product_top?ie=UTF8
1174,"Amazon Basics High-Density Round Foam Roller for Exercise, Massage, Muscle Recovery - 12"", 18"", 24"", 36""",Sports & Outdoors,#9,"75,741",$15.49 - $21.31,https://www.amazon.com/Amazon-High-Density-Exercise-Massage-Recovery/dp/B09LWFFRRG/ref=cm_cr_arp_d_product_top?ie=UTF8
1175,MAGCOMSEN Men's Polo Shirt Quick Dry Performance Long and Short Sleeve Tactical Shirts Pique Jersey Golf Shirt,Sports & Outdoors,#10,"14,877",$19.99 - $25.99,https://www.amazon.com/MAGCOMSEN-Outdoor-Performance-Sleeve-Tactical/dp/B07JKZZC98/ref=cm_cr_arp_d_product_top?ie=UTF8
1176,HYDRO CELL Stainless Steel Water Bottle w/ Straw & Wide Mouth Lids (64oz 40oz 32oz 24oz 18oz 14oz) - Keeps Liquids Perfectly Hot or Cold with Double Wall Vacuum Insulated Sweat Proof Sport Design,Sports & Outdoors,#11,"49,193",$14.99 - $28.99,https://www.amazon.com/HYDRO-CELL-Stainless-Steel-Bottle/dp/B09GBG54BY/ref=cm_cr_arp_d_product_top?ie=UTF8
1178,"Portzon 10 Colors Options Compatible with Set of 2 Neoprene Dumbbell,1-15 LB, Anti-Slip, Anti-roll, Hex Shape",Sports & Outdoors,#13,"38,364",$9.05 - $81.99,https://www.amazon.com/Portzon-Compatible-Neoprene-Anti-Slip-Anti-roll/dp/B0B8WJH8ZZ/ref=cm_cr_arp_d_product_top?ie=UTF8
1179,"Aegend Swim Goggles, Swimming Goggles No Leaking Full Protection Adult Men Women Youth",Sports & Outdoors,#14,"55,777",$13.99,https://www.amazon.com/Aegend-Swimming-Protection-Triathlon-Multiple/dp/B01N43LYFS/ref=cm_cr_arp_d_product_top?ie=UTF8
1180,"Sweet Sweat Waist Trimmer, by Sports Research - Sweat Band Increases Stomach Temp to Cut Water Weight",Sports & Outdoors,#15,"157,515",$23.95 - $28.95,https://www.amazon.com/Sweet-Sweat-Trimmer-Sports-Research/dp/B09SS1NK1B/ref=cm_cr_arp_d_product_top?ie=UTF8
1181,Amazon Basics Neoprene Workout Dumbbell,Sports & Outdoors,#16,"68,377",$9.05 - $157.04,https://www.amazon.com/Amazon-Basics-Neoprene-Workout-Dumbbell/dp/B09Q3YJW2P/ref=cm_cr_arp_d_product_top?ie=UTF8
1182,Body Glide Original Anti-Chafe Balm,Sports & Outdoors,#17,"32,324",$8.99 - $33.98,https://www.amazon.com/Body-Glide-Original-Anti-Chafe-Balm/dp/B07CYQDDHC/ref=cm_cr_arp_d_product_top?ie=UTF8
1183,"YETI Rambler Jr. 12 oz Kids Bottle, with Straw Cap",Sports & Outdoors,#18,"24,777",$25.00 - $89.99,https://www.amazon.com/YETI-Rambler-Kids-Bottle-Straw/dp/B07VKBSB4P/ref=cm_cr_arp_d_product_top?ie=UTF8
1184,Under Armour Adult Hustle 5.0 Backpack,Sports & Outdoors,#19,"9,464",$39.19 - $102.06,https://www.amazon.com/Under-Armour-Adult-Hustle-Backpack/dp/B08GDC6BXT/ref=cm_cr_arp_d_product_top?ie=UTF8
1185,Pogo BPA-Free Plastic Water Bottle with Chug Lid,Sports & Outdoors,#20,"2,961",$6.39 - $14.41,https://www.amazon.com/Pogo-BPA-Free-Plastic-Water-Bottle/dp/B09S5DN4GP/ref=cm_cr_arp_d_product_top?ie=UTF8
1186,"Fit Simplify Resistance Loop Exercise Bands with Instruction Guide and Carry Bag, Set of 5",Sports & Outdoors,#21,"111,043",$12.95,https://www.amazon.com/Fit-Simplify-Resistance-Exercise-Instruction/dp/B09MJKJYLQ/ref=cm_cr_arp_d_product_top?ie=UTF8
1188,Callaway Golf Men's Weather Spann Premium Synthetic Golf Glove,Sports & Outdoors,#23,"21,434",$8.99 - $24.99,https://www.amazon.com/Callaway-Weather-Spann-Premium-Synthetic/dp/B09KR5DXZ4/ref=cm_cr_arp_d_product_top?ie=UTF8
1189,"URBNFit Exercise Ball - Yoga Ball for Workout Pregnancy Stability - AntiBurst Swiss Balance Ball w/ Pump - Fitness Ball Chair for Office, Home Gym",Sports & Outdoors,#24,"38,501",$11.51 - $33.99,https://www.amazon.com/exercise-yoga-ball-pregnancy/dp/B08LN9S95N/ref=cm_cr_arp_d_product_top?ie=UTF8
1190,"Gildan Adult Fleece Hooded Sweatshirt, Style G18500",Sports & Outdoors,#25,"95,816",$11.51 - $34.45,https://www.amazon.com/Gildan-Fleece-Hooded-Sweatshirt-G18500/dp/B07P6SYXSH/ref=cm_cr_arp_d_product_top?ie=UTF8
1191,"MAXTOP Large Crossbody Fanny Pack with 4-Zipper Pockets,Gifts for Enjoy Sports Festival Workout Traveling Running Casual Hands-Free Wallets Waist Pack Phone Bag Carrying All Phones",Sports & Outdoors,#26,"34,532",$14.77 - $35.99,https://www.amazon.com/MAXTOP-Crossbody-4-Zipper-Traveling-Hands-Free/dp/B0B45MXP24/ref=cm_cr_arp_d_product_top?ie=UTF8
1192,Fitbit Charge 5,Sports & Outdoors,#27,"21,562",$111.11 - $189.00,https://www.amazon.com/Fitbit-Charge-5/dp/B09DRN3R5Y/ref=cm_cr_arp_d_product_top?ie=UTF8
1193,"IRON °FLASK Sports Water Bottle - 12oz,16oz,20oz,24oz,32oz,64oz, 3 Lids (Straw Lid), Leak Proof, Vacuum Insulated Stainless Steel, Hot Cold, Double Walled, Thermo Mug, Standard Metal Canteen",Sports & Outdoors,#28,"18,152",$16.95 - $36.95,https://www.amazon.com/IRON-%C2%B0FLASK-Sports-Water-Bottle/dp/B09PGPMB31/ref=cm_cr_arp_d_product_top?ie=UTF8
1194,"Stacks of Circles Stacking Ring STEM Learning Toy, Age 6+ Months, Multi, 9 Piece Set",Sports & Outdoors,#29,"43,941",$8.99 - $29.97,https://www.amazon.com/Stacks-Circles-Stacking-Learning-Months/dp/B09STL9ZN7/ref=cm_cr_arp_d_product_top?ie=UTF8
1195,BalanceFrom GoYoga All-Purpose 1/2-Inch Extra Thick High Density Anti-Tear Exercise Yoga Mat with Carrying Strap and Yoga Blocks,Sports & Outdoors,#30,"82,937",$16.18 - $33.99,https://www.amazon.com/BalanceFrom-All-Purpose-Anti-Tear-Exercise-Carrying/dp/B09TTZH4CZ/ref=cm_cr_arp_d_product_top?ie=UTF8
1196,2022 Topps Series 1 Baseball Trading Cards Blaster Box (99 cards per box),Sports Collectibles,#1,397,$28.59,https://www.amazon.com/Topps-Baseball-Trading-Cards-Blaster/dp/B09SYGKKKG/ref=cm_cr_arp_d_product_top?ie=UTF8
1197,2022 Topps Baseball Series 2 Hanger Pack,Sports Collectibles,#2,28,$18.97,https://www.amazon.com/2022-Topps-Baseball-Hanger-Pack/dp/B0B57C2SPT/ref=cm_cr_arp_d_product_top?ie=UTF8
1198,100 Vintage Baseball Cards in Old Sealed Wax Packs - Perfect for New Collectors,Sports Collectibles,#3,"1,844",$11.25,https://www.amazon.com/Vintage-Baseball-Cards-Sealed-Packs/dp/B00BX8PO6I/ref=cm_cr_arp_d_product_top?ie=UTF8
1199,100 Vintage Football Cards in Old Sealed Wax Packs - Perfect for New Collectors,Sports Collectibles,#4,"3,869",$12.95,https://www.amazon.com/Vintage-Football-Cards-Sealed-Packs/dp/B00CFXUAIW/ref=cm_cr_arp_d_product_top?ie=UTF8
1201,2022 Topps Series 2 Relic Box - 7 Packs Per Box,Sports Collectibles,#6,6,$26.99,https://www.amazon.com/2022-Topps-Relic-Box-Packs/dp/B0B5FC3MGG/ref=cm_cr_arp_d_product_top?ie=UTF8
1203,Baseball Card Collector Box With Over 500 Cards,Sports Collectibles,#8,771,$19.98,https://www.amazon.com/Baseball-Card-Collector-Over-Cards/dp/B000I03DWY/ref=cm_cr_arp_d_product_top?ie=UTF8
1204,2022 Topps Series 2 Factory Sealed Hanger Box with 67 Cards including Possible Rookies Autographs and Jersey Cards,Sports Collectibles,#9,1,$32.99,https://www.amazon.com/Topps-Factory-including-Possible-Autographs/dp/B0B5B7PPLZ/ref=cm_cr_arp_d_product_top?ie=UTF8
1205,2022 Topps Gypsy Queen Baseball Value Box,Sports Collectibles,#10,38,$25.37,https://www.amazon.com/Topps-Gypsy-Queen-Baseball-Value/dp/B0B3558934/ref=cm_cr_arp_d_product_top?ie=UTF8
1206,2021 Panini Prizm NFL Football BLASTER Box (6 pks/bx),Sports Collectibles,#11,8,$53.85,https://www.amazon.com/2021-Panini-Prizm-Football-BLASTER/dp/B0B4KJSHFT/ref=cm_cr_arp_d_product_top?ie=UTF8
1207,2022 Topps Series 1 Baseball Trading Cards Hanger Box (67 Cards),Sports Collectibles,#12,183,$17.99,https://www.amazon.com/Topps-Baseball-Trading-Cards-Hanger/dp/B09SY4M764/ref=cm_cr_arp_d_product_top?ie=UTF8
1208,2021 Panini Prestige Football 30-Card Value Pack,Sports Collectibles,#13,286,$17.20,https://www.amazon.com/Panini-Prestige-Football-30-Card-Value/dp/B09HYQ1XWG/ref=cm_cr_arp_d_product_top?ie=UTF8
1209,2021-22 Panini Donruss Basketball Trading Card Blaster Box (88 Cards),Sports Collectibles,#14,95,$37.99,https://www.amazon.com/2021-22-Donruss-Basketball-Trading-Blaster/dp/B09VB6FVXL/ref=cm_cr_arp_d_product_top?ie=UTF8
1210,NBA Superstar- (50) Card Pack NBA Basketball Superstars Starter Kit all Different cards. Comes in Custom Souvenir Case! Perfect for the Ultimate NBA Fan! by 3bros,Sports Collectibles,#15,149,$13.99,https://www.amazon.com/Football-Superstar-Different-Souvenir-Ultimate/dp/B088XVMWNR/ref=cm_cr_arp_d_product_top?ie=UTF8
1211,"600 Baseball Cards Including Babe Ruth, Unopened Packs, Many Stars, and Hall-of-famers. Ships in Brand New White Box Perfect for Gift Giving. Includes At Least One Original Unopened Pack of Topps Vintage Baseball Cards That Is At Least 25 Years Old!",Sports Collectibles,#16,"1,663",$23.99,https://www.amazon.com/Baseball-Including-Unopened-famers-Topps/dp/B000SJONZQ/ref=cm_cr_arp_d_product_top?ie=UTF8
1212,2022 Topps Baseball Series 2 Retail Display Box - 24 Packs Per Box,Sports Collectibles,#17,21,$101.40,https://www.amazon.com/2022-Topps-Baseball-Retail-Display/dp/B0B4GLK5Y5/ref=cm_cr_arp_d_product_top?ie=UTF8
1213,2021 Panini Score NFL Football BLASTER box (11 pks/bx),Sports Collectibles,#18,"1,076",$61.50,https://www.amazon.com/2021-Panini-Score-Football-BLASTER/dp/B096CC1PCY/ref=cm_cr_arp_d_product_top?ie=UTF8
1214,2021 Panini Prizm NFL Football MEGA box (40 cards/bx incl. ONE Memorabilia or Autograph card),Sports Collectibles,#19,2,$126.00,https://www.amazon.com/Panini-Prizm-Football-Memorabilia-Autograph/dp/B0B57RVW6K/ref=cm_cr_arp_d_product_top?ie=UTF8
1215,2021 Panini NFL Football Playbook Hanger Box - 30 Cards Per Box,Sports Collectibles,#20,9,$21.88,https://www.amazon.com/2021-Panini-Football-Playbook-Hanger/dp/B09ZBKHDTW/ref=cm_cr_arp_d_product_top?ie=UTF8
1217,100 OLD VINTAGE TOPPS BASEBALL CARDS ~ SEALED WAX PACKS LOT!,Sports Collectibles,#22,727,$12.74,https://www.amazon.com/VINTAGE-TOPPS-BASEBALL-CARDS-SEALED/dp/B00KVHEAXK/ref=cm_cr_arp_d_product_top?ie=UTF8
1218,2021 Panini Donruss NFL Football BLASTER Box (11 Pks/Box),Sports Collectibles,#23,277,$68.60,https://www.amazon.com/2021-Panini-Donruss-Football-BLASTER/dp/B09FYRQQBR/ref=cm_cr_arp_d_product_top?ie=UTF8
1219,2021 Panini Prizm Football Trading Cards Blaster Box (6 packs/4cards per pack),Sports Collectibles,#24,3,$58.95,https://www.amazon.com/Panini-Football-Trading-Blaster-4cards/dp/B0B4BY2ZZZ/ref=cm_cr_arp_d_product_top?ie=UTF8
1220,2022 Topps Series 2 Baseball Fat Packs - Contains 3 Fat Packs,Sports Collectibles,#25,14,$28.99,https://www.amazon.com/2022-Topps-Baseball-Fat-Packs/dp/B0B52GLXGH/ref=cm_cr_arp_d_product_top?ie=UTF8
1221,2021/22 Topps UEFA Champions League Match Attax Extra Mini Tin (1 At Random),Sports Collectibles,#26,8,$11.97,https://www.amazon.com/Topps-Champions-League-Match-Random/dp/B09XZHG7XB/ref=cm_cr_arp_d_product_top?ie=UTF8
1222,New York Yankees Topps Factory Sealed Team Set GIFT LOT Including the 2022 and 2018 Limited Edition 17 Card Sets,Sports Collectibles,#27,9,$39.99,https://www.amazon.com/Yankees-Topps-Factory-Including-Limited/dp/B09YT9GQ9R/ref=cm_cr_arp_d_product_top?ie=UTF8
1224,Topps 2021 Series 1 Baseball Tin,Sports Collectibles,#29,568,$22.47,https://www.amazon.com/Topps-2021-1-Baseball-Tin/dp/B08Y69PZSH/ref=cm_cr_arp_d_product_top?ie=UTF8
1225,2022 Panini Prizm UFC BLASTER box (6 pks/bx),Sports Collectibles,#30,27,$34.99,https://www.amazon.com/2022-Panini-Prizm-UFC-BLASTER/dp/B09XLS6739/ref=cm_cr_arp_d_product_top?ie=UTF8
1226,Brita Standard Water Filter,Tools & Home Improvement,#1,"210,089",$12.88 - $49.00,https://www.amazon.com/Brita-Standard-Water-Filter/dp/B0B25C5RWX/ref=cm_cr_arp_d_product_top?ie=UTF8
1228,"everydrop by Whirlpool Ice and Water Refrigerator Filter 1, EDR1RXD1, Single-Pack , Purple",Tools & Home Improvement,#3,"74,257",$53.99,https://www.amazon.com/EveryDrop-Whirlpool-Refrigerator-Water-Filter/dp/B00UXG4WR8/ref=cm_cr_arp_d_product_top?ie=UTF8
1229,"Black Disposable Face Masks, 100 Pack Black Face Masks 3 Ply Filter Protection",Tools & Home Improvement,#4,"77,161",$7.93 - $10.99,https://www.amazon.com/Black-Disposable-Masks-Filter-Protection/dp/B0B8Y9YVW7/ref=cm_cr_arp_d_product_top?ie=UTF8
1230,Tenmiro Led Lights for Bedroom 100ft (2 Rolls of 50ft),Tools & Home Improvement,#5,"40,377",$13.99 - $38.99,https://www.amazon.com/Tenmiro-Lights-Bedroom-100ft-Rolls/dp/B0B8YFRKV9/ref=cm_cr_arp_d_product_top?ie=UTF8
1231,Command Dorm Room Essentials - Decorate Your Wall with Picture Ledge and Picture Hanging Strips,Tools & Home Improvement,#6,35,$8.49 - $143.29,https://www.amazon.com/Command-Dorm-Room-Essentials-Decorate/dp/B0B73YRY5D/ref=cm_cr_arp_d_product_top?ie=UTF8
1233,"Filtrete ,AC Furnace Air Filter",Tools & Home Improvement,#8,"60,523",$25.31 - $171.18,https://www.amazon.com/Filtrete-AC-Furnace-Air-Filter/dp/B0B8D7ZMS3/ref=cm_cr_arp_d_product_top?ie=UTF8
1234,Daybetter Led Strip Lights,Tools & Home Improvement,#9,"53,063",$19.99 - $29.99,https://www.amazon.com/DAYBETTER-Daybetter-Led-Strip-Lights/dp/B08JTNPP6M/ref=cm_cr_arp_d_product_top?ie=UTF8
1235,Face Mask,Tools & Home Improvement,#10,"35,295",$9.99 - $25.00,https://www.amazon.com/LEMENT-Face-Mask/dp/B0B8YZK9KR/ref=cm_cr_arp_d_product_top?ie=UTF8
1236,"Amazon Basics Indoor Extension Cord, 16 AWG, 13amp, 125V",Tools & Home Improvement,#11,"34,014",$5.56 - $26.53,https://www.amazon.com/Amazon-Basics-Indoor-Extension-13amp/dp/B07B6GY5QX/ref=cm_cr_arp_d_product_top?ie=UTF8
1237,Sleek Socket Ultra-Thin Electrical Outlet Cover with 3 Outlet Power Strip and Cord Management Kit,Tools & Home Improvement,#12,"39,510",$23.95 - $55.50,https://www.amazon.com/Sleek-Socket-Ultra-Thin-Electrical-Outlet/dp/B08BVYFPWK/ref=cm_cr_arp_d_product_top?ie=UTF8
1239,"TICONN Extra Large Moving Bags with Zippers & Carrying Handles, Heavy-Duty Storage Tote for Space Saving Moving Storage",Tools & Home Improvement,#14,"1,651",$19.95 - $94.95,https://www.amazon.com/TICONN-Zippers-Carrying-Handles-Heavy-Duty/dp/B086WNBRLW/ref=cm_cr_arp_d_product_top?ie=UTF8
1240,GE RPWFE Refrigerator Water Filter,Tools & Home Improvement,#15,"43,514",$49.99 - $107.98,https://www.amazon.com/GE-RPWFE-Refrigerator-Water-Filter/dp/B09VTZ54J7/ref=cm_cr_arp_d_product_top?ie=UTF8
1242,face mask Black-BY01,Tools & Home Improvement,#17,"16,109",$19.99 - $32.99,https://www.amazon.com/Funight-face-mask-Black-BY01/dp/B0B6H9V3YT/ref=cm_cr_arp_d_product_top?ie=UTF8
1243,"WWDOLL KN95 Face Mask 25 Pack, 5-Layers Breathable KN95 Masks",Tools & Home Improvement,#18,"65,022",$19.74 - $24.74,https://www.amazon.com/WWDOLL-KN95-Mask-5-Layers-Breathable/dp/B09DP419VX/ref=cm_cr_arp_d_product_top?ie=UTF8
1245,"everydrop by Whirlpool Ice and Water Refrigerator Filter 2, EDR2RXD1, Single-Pack",Tools & Home Improvement,#20,"32,774",$53.99,https://www.amazon.com/EveryDrop-Whirlpool-Refrigerator-Water-Filter/dp/B00VBP8QPO/ref=cm_cr_arp_d_product_top?ie=UTF8
1246,Aerostar,Tools & Home Improvement,#21,"30,183",$32.85 - $168.71,https://www.amazon.com/Aerostar/dp/B09XZGN2LT/ref=cm_cr_arp_d_product_top?ie=UTF8
